Cycle,CC_Duration_seconds,CV_Duration_seconds,Voltage_Slope_at_38V,Avg_Temperature_during_CCCV_Celsius,Avg_Current_during_CCCV,Avg_Voltage_during_CC,Energy_during_CCCV_VAs,SoH_at_Cycle_End
1,2005.8233201290604,2758.896643049291,7.94655712563451e-05,26.109203176506153,-0.9063526723685138,4.1781421228495965,17981.55002578324,0.99199188042211
2,1960.6721222091437,2768.7307386097673,7.857566328537194e-05,26.102095760304163,-0.9012353376073801,4.179021182382255,17752.855012509102,0.9892721220327663
3,2073.876080692804,2771.0664179781234,8.113714132556432e-05,26.108829690108568,-0.9147861899487577,4.17729241589874,18449.737844414467,0.9865907873748659
4,2079.69991986324,2778.002777351954,8.14822087810349e-05,26.106319392341536,-0.9155286539838635,4.17736759452583,18514.025004033356,0.9839459084772325
5,2074.5048250105756,2784.6562917840347,8.170794331441647e-05,26.102859190798842,-0.9148697698270553,4.177622047196047,18507.991255185087,0.9813364247325158
6,2029.9010662117507,2791.497031807463,8.115275828851284e-05,26.095846995557284,-0.9094017215928244,4.178580600803269,18260.361293635022,0.9787608701590401
7,2033.7653255669575,2800.211701475113,8.163628724409261e-05,26.0934851993058,-0.9100133807705219,4.178642968093449,18320.872760768383,0.9762180035344443
8,2073.601607648132,2805.6581446842756,8.290124959059106e-05,26.094188316317368,-0.9145388337555517,4.178128745600393,18581.471301664085,0.9737062012093892
9,2054.5872932598286,2812.7222788081854,8.29640539847798e-05,26.089685344600976,-0.9121825662868498,4.178620259738846,18491.382011086338,0.9712239038402767
10,2047.7718387206842,2827.0727408120874,8.354707262482608e-05,26.087177955032722,-0.9121168198755173,4.178770859147682,18519.763344819417,0.9687718080767358
11,2086.0977478663553,2840.319346166798,8.62756194725603e-05,26.083542793084234,-0.9155296875951299,4.178582074279297,18784.91017978281,0.9625634027899396
12,2043.3854376905947,2847.3602530719363,8.5732222973256e-05,26.077007474098757,-0.9101271034311854,4.179491986454583,18544.591660129452,0.960207644064215
13,2020.7313668723218,2862.688112749078,8.605994595463004e-05,26.072955338995584,-0.9080010202326944,4.179896400206464,18476.16798656247,0.9578771417855555
14,2029.9089449861785,2871.7988116840133,8.7424652132434e-05,26.071585889727327,-0.9090592284583331,4.179865642773573,18566.92011742018,0.9555707788996044
15,2092.4808983436087,2871.6041275747702,9.066996953775719e-05,26.074363496391644,-0.9153150679569994,4.179039399453848,18927.472350981665,0.953288226029952
16,2046.2417333668564,2879.6385836320696,8.989099905756456e-05,26.06793890320667,-0.9096637411349502,4.179985227287254,18671.87225125349,0.9510283753779983
17,2045.283167002257,2891.864428539877,9.134031756075078e-05,26.06612465146199,-0.9099455962222538,4.180047150142737,18720.884745298492,0.9487906654281332
18,2055.5135598771158,2895.769385994994,9.296341883672718e-05,26.064541020118693,-0.9103997771540454,4.180062948095296,18784.045962673998,0.9465745936869557
19,2040.3011441961862,2914.4601868194877,9.418278083453066e-05,26.061986265231372,-0.9096425929865753,4.180261420882989,18782.960245246548,0.9443796094380587
20,2034.6121755714412,2913.155965740676,9.481400800314191e-05,26.058441778048966,-0.9075559352099231,4.180659187794599,18716.039857614127,0.9422054275148223
21,2058.6751099272515,2934.902686809888,0.00010033683050259673,26.055663696594625,-0.9099044741144984,4.180487993513509,18937.29878863666,0.9366572809907012
22,2031.9035286584403,2944.1213102701586,0.00010044152190945982,26.05059910798753,-0.906401846794253,4.181064610053252,18801.833579470902,0.9345520058408631
23,2034.8827074856963,2952.2563790747663,0.00010227457072183727,26.049564333957473,-0.9066591871284705,4.181097659566617,18849.466074129443,0.9324644645163318
