Cycle,CC_Duration_seconds,CV_Duration_seconds,Voltage_Slope_at_38V,Avg_Temperature_during_CCCV_Celsius,Avg_Current_during_CCCV,Avg_Voltage_during_CC,Energy_during_CCCV_VAs,SoH_at_Cycle_End
1,2044.0615242440908,2758.9846566199285,8.006515161567904e-05,26.11261075609408,-0.9110786708290762,4.1774743884360905,18216.714978757005,0.9919606585910797
2,2028.852437821166,2765.027603949362,8.004347537186873e-05,26.107900101965143,-0.9092671259984311,4.1779238803752765,18148.708213537026,0.9892105361909727
3,2056.9967998276406,2771.2977951219655,8.081609788153712e-05,26.107195061820974,-0.9127378111777871,4.177605546426178,18347.071040605544,0.986499522763448
4,2041.411987168598,2777.757551882125,8.074382465320454e-05,26.102657802973727,-0.9108435561779212,4.178046686358187,18277.24487667197,0.9838251834218137
5,2038.4982813244715,2785.0696607119025,8.102747617606473e-05,26.099427247167895,-0.9104959912358768,4.1782584150713475,18288.416935541252,0.9811872383082112
6,2040.3141774829855,2792.0114459672914,8.139452214408344e-05,26.09659306828409,-0.9106644618824062,4.1784118052174195,18326.152516565777,0.9785833773774836
7,2087.931707787735,2799.1234367775614,8.275987598051551e-05,26.09802170814213,-0.9163343630568297,4.1777309450186415,18645.09641553226,0.976012757286877
8,2071.868029886682,2806.3740012186754,8.290839714063247e-05,26.093769909468215,-0.9143159101821976,4.178173522184938,18573.35580938578,0.9734736541350484
9,2066.386094078218,2813.433346299833,8.337413904283691e-05,26.09045390515629,-0.9135772290541802,4.178437172758465,18566.152019682122,0.9709647617154621
10,2087.493084648857,2820.6730547013285,8.441584167373159e-05,26.089846998846145,-0.9159768019107709,4.178208079351676,18721.781008432346,0.9684861745776454
11,2084.0661769735743,2840.529938374122,8.629742892383996e-05,26.082953132119233,-0.9151643499456905,4.178649796884455,18770.910480131395,0.9622566096237875
12,2091.1068900051177,2848.4961698219995,8.745238382192738e-05,26.08110255303325,-0.9157984150822813,4.178671043161094,18841.423873269527,0.9598753998756631
13,2081.4924892390263,2856.6924405511236,8.813467339537084e-05,26.07758208901657,-0.914383114629257,4.178991978193278,18809.03800517448,0.9575195791885608
14,2043.2462366665713,2864.836151566473,8.777361218484728e-05,26.07166375676723,-0.9096183565800339,4.179800253774487,18602.110682920273,0.9551883125463031
