Cycle,CC_Duration_seconds,CV_Duration_seconds,Voltage_Slope_at_38V,Avg_Temperature_during_CCCV_Celsius,Avg_Current_during_CCCV,Avg_Voltage_during_CC,Energy_during_CCCV_VAs,SoH_at_Cycle_End
1,2036.568008124108,2758.797268278491,8.007420620377917e-05,26.11215648845583,-0.910157833947084,4.177601275358478,18169.949846841246,0.992049284315884
2,2059.915081662115,2764.586380665274,8.066548776036742e-05,26.111008167195862,-0.9130742638734055,4.177362502524009,18337.7161498226,0.9893857542125297
3,2012.2765658736025,2770.6136243548463,7.986504304418121e-05,26.103563873438226,-0.9072538886117496,4.178364045964486,18069.818451859504,0.9867596200303587
4,2068.430323620705,2779.4967387120996,8.124602482599205e-05,26.10584368718657,-0.9144594694244655,4.177499531872498,18455.956856237626,0.9841688638564041
5,2043.598106716352,2783.8861730218196,8.108839910945728e-05,26.100472633515118,-0.9111361593418397,4.178159259633834,18315.527294716456,0.9816126972470681
6,2025.4918063738587,2790.5481888458016,8.105268463877435e-05,26.095931532126002,-0.9088789269011162,4.178636681452084,18229.898608789958,0.9790894509846166
7,2069.9542691928655,2797.37992303005,8.229727945400361e-05,26.097176399342633,-0.9142127624981325,4.178015395192561,18528.562331047022,0.9765980574625174
8,2045.0177374116029,2810.269219328329,8.232989099696275e-05,26.09270339935075,-0.9118360194429509,4.17850724863896,18437.817020903924,0.9741371082046469
9,2049.234873953421,2811.1058047710976,8.274619222795043e-05,26.089819690232698,-0.9115606323436838,4.178692384309504,18452.736527555455,0.9717048706422045
10,2036.8295799291227,2818.0391806858242,8.296053569224748e-05,26.086177983402415,-0.9099457815485119,4.1790571543824955,18401.69071409133,0.9693019478581528
11,2069.6559943687753,2837.556391799677,8.554774418643996e-05,26.08268963789765,-0.9135247115700407,4.178853401022989,18672.354796049363,0.96313329030028
12,2040.0905464136158,2845.215133490681,8.539203824805067e-05,26.077473040766893,-0.9097855708670988,4.179518590067442,18517.151668364484,0.9608253209721337
13,2065.9817062082584,2853.1321470024413,8.712607455449786e-05,26.077340508707586,-0.9126247115059178,4.179208439415794,18701.666336285478,0.9585420029063096
14,2028.2241835632012,2860.880606716557,8.669177412017753e-05,26.07147561355372,-0.9079162361823251,4.1799974648078555,18496.678265926977,0.9562819794518478
15,2066.272936638037,2868.755428308388,8.916441421912003e-05,26.072850278892155,-0.9122986901483123,4.1794660160345645,18757.319945406478,0.9540447816090584
16,2005.9121618635836,2877.285335370805,8.777206145080957e-05,26.064969909210042,-0.9047882930135795,4.180637394424717,18414.86455684999,0.9518300524116786
